,sentences,Actual,Predicted
30982,its same for me i don't have any use for it as well then no deal i guess,_greeting _inquiry _thanks ,_nodeal
30983,i need to obtain one of the ball and hat but i am willing to give you your preference between the two in exchange for 3 of the books while you take 1,_greeting _inquiry _thanks ,_need( _hats 1 _balls 1 ) _offer( rest )
30984,i can take the book and 2 balls . you can have the rest,_greeting _inquiry _thanks ,_need( _books 1 _balls 2 ) _offer( rest )
30985,no deal,_greeting _inquiry _thanks ,_nodeal
30986,no way,_greeting _inquiry _thanks ,_no
30987,no deal,_greeting _inquiry _thanks ,_nodeal
30988,you could have all the balls if i can have the book,_greeting _inquiry _thanks ,_need( _books 1 ) _offer( _balls all )
30989,yeah that stinks . me too . nothing else has any value,_greeting _inquiry _thanks ,_nodeal
30990,i need the book and 1 hat,_greeting _inquiry _thanks ,_need( _books 1 _hats 1 )
30991,i need the book . you can have the rest,_greeting _inquiry _thanks ,_need( _books 1 ) _offer( rest )
30992,i need the hat .,_greeting _inquiry _thanks ,_need( _hats 1 )
30993,i can not - it is the only thing of value to me . you can have everything else .,_greeting _inquiry _thanks ,_nodeal
30994,"you take the balls , i take the book and the aht",_greeting _inquiry _thanks ,_need( _books 1 _hats 1 ) _offer( _balls all )
30995,i would like ball and 3 hats,_greeting _inquiry _thanks ,_need( _hats 3 _balls 1 )
30996,i want either ball or book plus 3 hats,_greeting _inquiry _thanks ,_need( _books 1 _balls 1 ) _offer( _hats 3 )
30997,i guess we both get nothing,_greeting _inquiry _thanks ,_nodeal
30998,bye,_greeting _inquiry _thanks ,_deal
30999,i'll take the book and 2 basketballs .,_greeting _inquiry _thanks ,_need( _books 1 _balls 2 )
31000,thats really my only offer .,_greeting _inquiry _thanks ,_nodeal
31001,i'll take the 2 basketballs then .,_greeting _inquiry _thanks ,_need( _balls 2 )
31002,give me two hats and the ball and you could take all the books,_greeting _inquiry _thanks ,_need( _hats 2 _balls 1 ) _offer( _books all )
31003,no . i want 1 ball and 1 hat,_greeting _inquiry _thanks ,_counteroffer _need( _hats 1 _balls 1 )
31004,so do i,_greeting _inquiry _thanks ,_deal
31005,yep no deal,_greeting _inquiry _thanks ,_nodeal
31006,i need the ball and the books you can have the hat,_greeting _inquiry _thanks ,_need( _books all _balls 1 ) _offer( _hats 1 )
31007,i have to have the ball or no deal,_greeting _inquiry _thanks ,_need( _balls 1 )
31008,no deal,_greeting _inquiry _thanks ,_nodeal
31009,ill give you the ball for a hat,_greeting _inquiry _thanks ,_offer( _hats 1 _balls 1 )
31010,ill give you the ball and the book for your hats,_greeting _inquiry _thanks ,_offer( _books 1 _balls 1 )
31011,"hello ! how about you get 4 books , 0 hats , and 1 basketball ?",_greeting _inquiry _thanks ,_greeting _need( _books 4 _hats 0 _balls 1 )
31012,you have to look at the numbers next to them .,_greeting _inquiry _thanks ,_need( _books all ) _offer( _hats all _balls all )
31013,"i also would like the hat , i do not need the books",_greeting _inquiry _thanks ,_need( _books 0 )
31014,i would like to have the hat and 1 book you can have the rest,_greeting _inquiry _thanks ,_need( _books 1 _hats 1 ) _offer( rest )
31015,the books and balls have no value to me so i need the hat,_greeting _inquiry _thanks ,_need( _books all _balls 0 )
31016,ok,_greeting _inquiry _thanks ,_deal
31017,no deal,_greeting _inquiry _thanks ,_nodeal
31018,i would prefer the hat and something else .,_greeting _inquiry _thanks ,_need( _hats 1 )
31019,"if i cannot have the hat i will need everything else , or i cannot make a deal .",_greeting _inquiry _thanks ,_need( _hats 1 )
31020,i would like the book and the hats,_greeting _inquiry _thanks ,_need( _books 1 _hats all )
31021,"nope , i need the book and the hats",_greeting _inquiry _thanks ,_need( _books 1 _hats all )
31022,i will throw in a hat for you as well . so you can have the balls and 1 hat,_greeting _inquiry _thanks ,_offer( _hats 1 _balls all )
31023,i need you to give me both hats . and you can have the rest .,_greeting _inquiry _thanks ,_need( _hats 2 ) _offer( rest )
31024,then i will take your offer .,_greeting _inquiry _thanks ,_nodeal
31025,"i need 2 balls , 1 hat , and 1 book",_greeting _inquiry _thanks ,_need( _books 1 _hats 1 _balls 2 )
31026,or you can have all the books and all the hats .,_greeting _inquiry _thanks ,_offer( _books all _hats all )
31027,"no , i need 2 balls",_greeting _inquiry _thanks ,_counteroffer _need( _balls 2 )
31028,"no , that's not good for me",_greeting _inquiry _thanks ,_nodeal
31029,"1 ball , 1 hat , and 1 book",_greeting _inquiry _thanks ,_yes _hats 1 _balls 1 )
31030,how bout we split them ?,_greeting _inquiry _thanks ,_need( _hats 1 _balls 1 ) _offer( _books 1 )
31031,yes,_greeting _inquiry _thanks ,_deal
31032,"okay , take the books , i'll take the hats and the balls .",_greeting _inquiry _thanks ,_yes _need( _books all _hats all _balls all ) _offer( _books all )
31033,if you take the ball i will only get 4 .,_greeting _inquiry _thanks ,_need( _balls 1 ) _offer( _balls 1 )
31034,the book you can have the rest .,_greeting _inquiry _thanks ,_need( rest ) _offer( _books 1 )
31035,i need the book as well .,_greeting _inquiry _thanks ,_need( _books 1 )
31036,neither can i ? is this a no deal ?,_greeting _inquiry _thanks ,_no
31037,no deal,_greeting _inquiry _thanks ,_nodeal
31038,you can have all the balls for me to have 1 hat and 1 book,_greeting _inquiry _thanks ,_need( _books 1 _hats 1 ) _offer( rest )
31039,"ok , deal",_greeting _inquiry _thanks ,_deal
31040,"i really would like to have the book , can i interest you in all 3 hats plus the ball for it ?",_greeting _inquiry _thanks ,_need( _books 1 _hats 3 _balls 1 ) _offer( _hats 3 )
31041,"the book means a lot to me , so i either need the book or three hats and a basketball",_greeting _inquiry _thanks ,_need( _books 1 _hats 3 _balls 1 )
31042,"alright , it is a deal . thank you",_greeting _inquiry _thanks ,_deal _thanks
31043,could i have the ball please ?,_greeting _inquiry _thanks ,_need( _balls 1 )
31044,"the balls are worth 1 to me , only way i can do that is to have the book too",_greeting _inquiry _thanks ,_need( _books 1 _balls 1 )
31045,i cant make a deal without book,_greeting _inquiry _thanks ,_nodeal
31046,give me one hat atleast otherwise i have no use for anything,_greeting _inquiry _thanks ,_need( _hats 1 )
31047,ill give you everything i keep the hat,_greeting _inquiry _thanks ,_need( _hats 1 ) _offer( rest )
31048,nope,_greeting _inquiry _thanks ,_nodeal
31049,you win some you lose some,_greeting _inquiry _thanks ,_nodeal
31050,we have a deal,_greeting _inquiry _thanks ,_deal
31051,4 books for a hat and a ball ?,_greeting _inquiry _thanks ,_need( _books 4 ) _offer( _hats 1 _balls 1 )
31052,i would like the books and the hat .,_greeting _inquiry _thanks ,_need( _books all _hats 1 )
31053,can i have one of the books ?,_greeting _inquiry _thanks ,_need( _books 1 )
31054,no .,_greeting _inquiry _thanks ,_no
31055,i just want the book,_greeting _inquiry _thanks ,_need( _books 1 )
31056,damn,_greeting _inquiry _thanks ,_deal
31057,thanks but that wont work for me . could i have the hat and 1 ball ?,_greeting _inquiry _thanks ,_counteroffer _need( _hats 1 _balls 1 )
31058,sorry i cant make a deal without the hat,_greeting _inquiry _thanks ,_counteroffer _need( _hats 1 )
31059,are you saying that's what youre willing to give me or what you want to keep ?,_greeting _inquiry _thanks ,_nodeal
31060,sorry no deal,_greeting _inquiry _thanks ,_no
31061,ok,_greeting _inquiry _thanks ,_deal
31062,will you give up the hat for anything ?,_greeting _inquiry _thanks ,_need( _hats 1 )
31063,i will give you all 3 books if i can have the hat and ball,_greeting _inquiry _thanks ,_need( _hats 1 _balls 1 ) _offer( rest )
31064,if i give you the hat can i have 3 books and the ball,_greeting _inquiry _thanks ,_offer( _books 3 _balls 1 )
31065,then i need the ball and the hat or no deal . you should have compromised,_greeting _inquiry _thanks ,_counteroffer _need( _hats 1 _balls 1 )
31066,hello - what are you needing ?,_greeting _inquiry _thanks ,_greeting
31067,could you settle for the hat and 1 book ?,_greeting _inquiry _thanks ,_need( _books 1 _hats 1 )
31068,hello you can have all of the books if you let me have the hat and the ball .,_greeting _inquiry _thanks ,_greeting _need( _hats 1 _balls 1 ) _offer( _books all )
31069,i only need the hat and the ball,_greeting _inquiry _thanks ,_need( _hats 1 _balls 1 )
31070,i can't give up the hat .,_greeting _inquiry _thanks ,_need( _hats 1 )
31071,how do you decide when you can't make a deal . the hat is worth too much to me .,_greeting _inquiry _thanks ,_need( _hats 1 )
31072,no .,_greeting _inquiry _thanks ,_no
31073,the only thing i need to keep is the ball .,_greeting _inquiry _thanks ,_need( _balls 1 )
31074,i would like the hat and the books .,_greeting _inquiry _thanks ,_need( _books all _hats 1 )
31075,i really need the hat .,_greeting _inquiry _thanks ,_need( _hats 1 )
31076,"hi ,",_greeting _inquiry _thanks ,_deal
31077,we have to divide the items between us,_greeting _inquiry _thanks ,_need( _books 1 ) _offer( _hats 1 )
31078,i can take the ball and 2 books and you can have the 3 hats,_greeting _inquiry _thanks ,_need( _books 2 _balls 1 ) _offer( rest )
31079,"sorry , i need the ball .",_greeting _inquiry _thanks ,_need( _balls 1 )
31080,same here .,_greeting _inquiry _thanks ,_deal
31081,i'd like the two balls and the hat .,_greeting _inquiry _thanks ,_need( _hats 1 _balls 2 )
31082,no problem on the books but i at least need the two balls .,_greeting _inquiry _thanks ,_counteroffer _need( _books 0 _balls 2 )
31083,how about i take one ball one book and the hat .,_greeting _inquiry _thanks ,_need( _books 1 _hats 1 _balls 1 )
31084,no way . hat and a ball or i burn it all down .,_greeting _inquiry _thanks ,_counteroffer _no
31085,no . i need the ball and 2 books,_greeting _inquiry _thanks ,_counteroffer _need( _books 2 _balls 1 )
31086,how about 1 of each item for me,_greeting _inquiry _thanks ,_need( _books 1 _balls 1 )
31087,"i at least need the ball and 2 books , or i cant make the deal",_greeting _inquiry _thanks ,_need( _books 2 _balls 1 )
31088,that would only leave me with 2 / 10,_greeting _inquiry _thanks ,_need( _books 2 _hats 1 )
31089,i need the ball and 2 books . final offer,_greeting _inquiry _thanks ,_need( _books 2 _balls 1 )
31090,no deal,_greeting _inquiry _thanks ,_nodeal
31091,you can have all of the balls if i can have the book and hat .,_greeting _inquiry _thanks ,_need( _books 1 _hats 1 ) _offer( _balls all )
31092,"but i dont want the ball . i played a lot of basketball in high school . i want a book to read , and a hat to keep the sun out of my eyes while reading .",_greeting _inquiry _thanks ,_need( _books 1 _hats 1 )
31093,hi there ! id like everything .,_greeting _inquiry _thanks ,_greeting
31094,i would like the two balls and one book .,_greeting _inquiry _thanks ,_need( _books 1 _balls 2 )
31095,how about you get two hats and one ball and i will take two books and one ball ?,_greeting _inquiry _thanks ,_need( _books 2 _balls 1 ) _offer( rest )
31096,i can not make that deal . i need the book and the ball,_greeting _inquiry _thanks ,_counteroffer _need( _books 1 _balls 1 )
31097,i can't accept that deal . . . i need both the book and the ball or i can not make a deal,_greeting _inquiry _thanks ,_counteroffer _need( _books 1 _balls 1 )
31098,no deal .,_greeting _inquiry _thanks ,_nodeal
31099,hi i need two books and a ball you could keep all hats,_greeting _inquiry _thanks ,_greeting _need( _books 2 _balls 1 ) _offer( _hats all )
31100,give me the ball and one book atleast and keep the rest of hats,_greeting _inquiry _thanks ,_need( _books 1 _balls 1 ) _offer( rest )
31101,well its not fair on my side too you need to give me something atleast you have all 4 hats,_greeting _inquiry _thanks ,_need( _hats 4 ) _offer( _hats all )
31102,okay no deal,_greeting _inquiry _thanks ,_no
31103,i would like the hat and one ball .,_greeting _inquiry _thanks ,_need( _hats 1 _balls 1 )
31104,you can have everything else if i can have the hat .,_greeting _inquiry _thanks ,_need( _hats 1 ) _offer( _books all _balls all )
31105,one ball and two hats,_greeting _inquiry _thanks ,_yes _hats 2 _balls 1 )
31106,i get that,_greeting _inquiry _thanks ,_deal
31107,deal,_greeting _inquiry _thanks ,_deal
31108,i'd like the book the two balls and one hat .,_greeting _inquiry _thanks ,_need( _books 1 _hats 1 _balls 2 )
31109,deal .,_greeting _inquiry _thanks ,_deal
31110,ok,_greeting _inquiry _thanks ,_deal
31111,can i have one book and one ball ?,_greeting _inquiry _thanks ,_need( _books 1 _balls 1 )
31112,ok deal,_greeting _inquiry _thanks ,_deal
31113,"i can give you the ball and two books , but i need a book to read to my horse while we're around the campfire .",_greeting _inquiry _thanks ,_need( _books 2 ) _offer( _balls 1 )
31114,i need at least one book . you can have the ball and two books .,_greeting _inquiry _thanks ,_need( _books 1 ) _offer( _books 2 _balls 1 )
31115,sorry then . looks like neither of us get anything .,_greeting _inquiry _thanks ,_nodeal
31116,i need the hat . you can have the balls and two books .,_greeting _inquiry _thanks ,_need( _hats 1 ) _offer( _books 2 _balls all )
31117,first of all fuck you,_greeting _inquiry _thanks ,_need( _hats 1 ) _offer( rest )
31118,i just want the ball,_greeting _inquiry _thanks ,_need( _balls 1 )
31119,deal,_greeting _inquiry _thanks ,_deal
31120,i would like the books and the ball .,_greeting _inquiry _thanks ,_need( _books all _balls 1 )
31121,i will need at least one book .,_greeting _inquiry _thanks ,_need( _books 1 )
31122,"hi , i would like the ball and books , and can give you the hats in return",_greeting _inquiry _thanks ,_greeting _need( _books all _balls 1 ) _offer( _hats all )
31123,"the ball is paramount for me , but i can be flexible on the other items , i just need 1 of either",_greeting _inquiry _thanks ,_need( _balls 1 )
31124,"okay , guess we can't agree to terms then",_greeting _inquiry _thanks ,_nodeal
31125,deal,_greeting _inquiry _thanks ,_deal
31126,i would like to have a book and a hat .,_greeting _inquiry _thanks ,_need( _books 1 _hats 1 )
31127,okay .,_greeting _inquiry _thanks ,_deal
31128,the hat and one and one book,_greeting _inquiry _thanks ,_yes _books 1 _hats 1 )
31129,i want just the hat and one book you take three books and the ball,_greeting _inquiry _thanks ,_need( _books 1 _hats 1 ) _offer( _books 3 _balls 1 )
31130,no deal then,_greeting _inquiry _thanks ,_nodeal
31131,what your sugestion,_greeting _inquiry _thanks ,_deal
